text,label
let we look fact move away shot fire witness arm shot fire witness drop knee shoot fire witness audio recording 10 12 shot two group video recording spontaneous utterance hand et fight officer officer other fight weapon car officer other weapon discharge car officer other damage officer eye medical report not release officer statement not release police log incident radio report not release forget third review wound show shoot least twice witness yet support unofficial officer version incident,0
feel sorry happen thus think not happen gang member kill another one go street cop kill black male know gang member kill every day lose family friend no one go street scream stop kill police kill black person whole world stop human,0
amen peggy hubbard color make no difference person inside innocent nine year old little girl one attention people want cause chaos black white go exactly obama want look country mess admire courage tell like peggy hubbard,1
people ask peace riot bring violence,0
difference color skin people still say,0
genuine failure leadership president united states nice town ferguson declare state emergency put martial law federal troop stuff town non resident push everyone know go another riot president not want offend black community not want anyone else get shoot let er burn baby burn seem real leader could way mister president sir fail reprehensibly accuse,1
yes let we destroy someone else property ruin day mad someone else take police cunt,1
black get prejudice easily,1
fate another neglect child would interesting know family background always keep mind child emulate social behavior,0
weak display law enforcement,1
supra need let happen,0
police charge,0
great video level head cogent fair unfortunately cognitive dissonance confirmation bias take hold whole discussion breath fresh air thank stefan,0
america,0
would get car start burnout face either move get smoke,1
mister mari 100 right could not say well,0
not one pair work boot steal ferguson riot,1
like say hurt instead,0
nice lorry driver need run fuck,1
police concentrate investigation people call misbehave hope investigation get cancel behave let police work everyone say guy commit suicide cop attack police first place clear not disrespect police way,1
next time line car start make burnout smoke riot gas non lethal efficient double check actually non lethal course ad,1
great video thank peggy,0
would bring ar 15 would do job not care go jail nog would deserve,1
must mad quiet lose belt,0
german police pretty nice even would beat protestor,0
would pop couple shot air watch scatter like roach light turn,1
hope fucker get slam major fine fuck idiot,1
thank mrs hubbard happy say need say black allow neighborhood destroy black mother stand count black father keep ass home help raise child peggy chief back fair wind follow sea shipmate slap hear round world need happen whole lot sister,0
love woman wish like would certainly help page,0
chief not black lying,0
